graph_name,nodes,edges,radius,diameter,density,avg_cl_coeff,avg_degree,best_score,best_algorithm
rp_0.3_0.8_7_10_90,354,23497,2,2,0.37606632416254543,0.39319863446422076,132.75141242937852,1.0,Agglomerative
rp_0.3_0.8_7_10_100,305,17813,2,2,0.3842320966350302,0.40837589729793994,116.80655737704917,0.994833016554,Spectral
rp_0.3_0.8_8_10_20,123,2683,2,2,0.35759029721444757,0.37188805021707,43.6260162601626,0.878731980508,Spectral
rp_0.3_0.8_8_10_30,122,2671,2,2,0.36187508467687307,0.3742985051215843,43.78688524590164,0.792956442141,Spectral
rp_0.3_0.8_8_10_40,182,6211,2,2,0.3770870013963937,0.39238663544610697,68.25274725274726,0.948539625865,Agglomerative
rp_0.3_0.8_8_10_50,173,5590,2,2,0.37572254335260113,0.39517729699300574,64.6242774566474,0.928584904292,Agglomerative
rp_0.3_0.8_8_10_60,264,12985,2,2,0.37403502707685216,0.3934664038639583,98.37121212121212,0.977429626131,Spectral
rp_0.3_0.8_8_10_70,318,18820,2,2,0.3733904727893181,0.3923131362430767,118.36477987421384,0.989666007924,Spectral
rp_0.3_0.8_8_10_80,391,28991,2,2,0.3802347694930815,0.40124057723411044,148.2915601023018,0.984983197081,Agglomerative
rp_0.3_0.8_8_10_90,433,34737,2,2,0.37140749294328973,0.38933247591583686,160.44803695150117,1.0,Spectral
rp_0.3_0.8_8_10_100,441,36379,2,2,0.37496392496392494,0.3930866555599222,164.984126984127,0.986873292101,Agglomerative
rp_0.3_0.8_9_10_20,121,2576,2,2,0.35482093663911846,0.36738913670214296,42.578512396694215,0.747782037906,Spectral
rp_0.3_0.8_9_10_30,204,7420,2,2,0.3583502366463827,0.3703017527398325,72.74509803921569,0.954023213086,Spectral
rp_0.3_0.8_9_10_40,264,12431,2,2,0.35807696739255673,0.3708900770130268,94.17424242424242,0.98941093671,Spectral
rp_0.3_0.8_9_10_50,255,12055,2,2,0.37224023467654777,0.3885671661463363,94.54901960784314,0.905592383677,Agglomerative
rp_0.3_0.8_9_10_60,300,16457,2,2,0.3669342251950948,0.3835831260559829,109.71333333333334,0.952517761294,Agglomerative
